2026-03-04 13:14:05	rayen	ACCESS_GRANTED	62	
2026-03-04 13:14:05	emp_001	ACCESS_GRANTED	56	
2026-03-04 13:14:06	rayen	ACCESS_GRANTED	40	
2026-03-04 13:14:06	emp_001	ACCESS_GRANTED	49	
2026-03-04 13:14:06	rayen	ACCESS_GRANTED	52	
2026-03-04 13:14:07	emp_001	ACCESS_GRANTED	38	
2026-03-04 13:14:07	rayen	ACCESS_GRANTED	37	
2026-03-04 13:14:07	emp_001	ACCESS_GRANTED	35	
2026-03-04 13:14:07	rayen	ACCESS_GRANTED	37	
2026-03-04 13:14:09	rayen	ACCESS_GRANTED	33	
2026-03-04 13:14:09	emp_001	ACCESS_GRANTED	34	
2026-03-04 13:14:12	emp_001	ACCESS_GRANTED	32	
2026-03-04 13:14:14	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:15	rayen	ACCESS_GRANTED	31	
2026-03-04 13:14:15	emp_001	ACCESS_GRANTED	30	
2026-03-04 13:14:16	rayen	ACCESS_GRANTED	30	
2026-03-04 13:14:16	emp_001	ACCESS_GRANTED	31	
2026-03-04 13:14:18	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:20	emp_001	ACCESS_GRANTED	32	
2026-03-04 13:14:22	emp_001	ACCESS_GRANTED	31	
2026-03-04 13:14:24	emp_001	ACCESS_GRANTED	28	
2026-03-04 13:14:26	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:28	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:30	emp_001	ACCESS_GRANTED	32	
2026-03-04 13:14:32	emp_001	ACCESS_GRANTED	30	
2026-03-04 13:14:33	rayen	ACCESS_GRANTED	29	
2026-03-04 13:14:33	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:33	rayen	ACCESS_GRANTED	28	
2026-03-04 13:14:34	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:36	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:37	rayen	ACCESS_GRANTED	32	
2026-03-04 13:14:37	emp_001	ACCESS_GRANTED	29	
2026-03-04 13:14:37	rayen	ACCESS_GRANTED	30	
2026-03-04 13:14:37	emp_001	ACCESS_GRANTED	30	
2026-03-04 13:14:37	rayen	ACCESS_GRANTED	30	
2026-03-04 13:14:38	emp_001	ACCESS_GRANTED	30	
2026-03-04 13:14:38	rayen	ACCESS_GRANTED	30	
2026-03-04 13:15:35	emp_001	ENROLL_COMPLETE		samples=25
2026-03-04 13:15:40	SYSTEM	MODEL_TRAINED		ids=1 samples=25
2026-03-04 13:15:40	emp_001	ACCESS_GRANTED	76	
2026-03-04 13:15:42	emp_001	ACCESS_GRANTED	73	
2026-03-04 13:15:43	UNKNOWN	ACCESS_DENIED	81	
2026-03-04 13:15:44	emp_001	ACCESS_GRANTED	80	
2026-03-04 13:15:44	UNKNOWN	ACCESS_DENIED	80	
2026-03-04 13:15:44	emp_001	ACCESS_GRANTED	80	
2026-03-04 13:15:44	UNKNOWN	ACCESS_DENIED	81	
2026-03-04 13:15:45	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:45	UNKNOWN	ACCESS_DENIED	81	
2026-03-04 13:15:46	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:47	UNKNOWN	ACCESS_DENIED	80	
2026-03-04 13:15:47	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:47	UNKNOWN	ACCESS_DENIED	80	
2026-03-04 13:15:47	emp_001	ACCESS_GRANTED	78	
2026-03-04 13:15:49	UNKNOWN	ACCESS_DENIED	81	
2026-03-04 13:15:49	emp_001	ACCESS_GRANTED	80	
2026-03-04 13:15:49	UNKNOWN	ACCESS_DENIED	81	
2026-03-04 13:15:50	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:51	UNKNOWN	ACCESS_DENIED	82	
2026-03-04 13:15:51	emp_001	ACCESS_GRANTED	77	
2026-03-04 13:15:51	UNKNOWN	ACCESS_DENIED	80	
2026-03-04 13:15:51	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:53	UNKNOWN	ACCESS_DENIED	80	
2026-03-04 13:15:53	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:53	UNKNOWN	ACCESS_DENIED	80	
2026-03-04 13:15:53	emp_001	ACCESS_GRANTED	78	
2026-03-04 13:15:54	UNKNOWN	ACCESS_DENIED	81	
2026-03-04 13:15:54	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:56	UNKNOWN	ACCESS_DENIED	84	
2026-03-04 13:15:56	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:15:56	UNKNOWN	ACCESS_DENIED	85	
2026-03-04 13:15:57	emp_001	ACCESS_GRANTED	74	
2026-03-04 13:15:57	UNKNOWN	ACCESS_DENIED	82	
2026-03-04 13:15:58	emp_001	ACCESS_GRANTED	75	
2026-03-04 13:15:58	UNKNOWN	ACCESS_DENIED	83	
2026-03-04 13:15:58	emp_001	ACCESS_GRANTED	60	
2026-03-04 13:15:59	UNKNOWN	ACCESS_DENIED	87	
2026-03-04 13:16:00	emp_001	ACCESS_GRANTED	79	
2026-03-04 13:16:01	UNKNOWN	ACCESS_DENIED	82	
2026-03-04 13:16:01	emp_001	ACCESS_GRANTED	78	
2026-03-04 13:16:03	emp_001	ACCESS_GRANTED	71	
2026-03-04 13:16:05	emp_001	ACCESS_GRANTED	71	
